2024-11-26 15:27:07.636 | INFO     | __main__:check_and_load_model:117 - =============================================
2024-11-26 19:45:40.597 | INFO     | __main__:check_and_load_model:118 - =============================================
2024-11-26 19:45:40.598 | INFO     | __main__:check_and_load_model:120 - 时间: 2024-11-26 19:45:40
2024-11-26 19:45:41.099 | INFO     | __main__:check_and_load_model:125 - 选择的源语言: 英文 (en), 目标语言: 中文 (zh)
2024-11-26 19:45:41.100 | INFO     | __main__:check_and_load_model:126 - 找到的模型路径: /home/yumingdong/mt-web/results/opus-mt-en-zh-final
2024-11-26 19:45:43.575 | INFO     | __main__:perform_translation:95 - 用户的输入是playground 
2024-11-26 19:45:43.799 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是游乐场
2024-11-27 09:31:45.212 | INFO     | __main__:check_and_load_model:118 - =============================================
2024-11-27 09:31:45.213 | INFO     | __main__:check_and_load_model:120 - 时间: 2024-11-27 09:31:45
2024-11-27 09:31:46.573 | INFO     | __main__:check_and_load_model:118 - =============================================
2024-11-27 09:31:46.573 | INFO     | __main__:check_and_load_model:120 - 时间: 2024-11-27 09:31:46
2024-11-27 09:31:47.074 | INFO     | __main__:check_and_load_model:125 - 选择的源语言: 日语 (ja), 目标语言: 中文 (zh)
2024-11-27 09:31:47.075 | INFO     | __main__:check_and_load_model:126 - 找到的模型路径: /home/yumingdong/mt-web/results/opus-mt-ja-zh-final
2024-11-27 09:34:01.655 | INFO     | __main__:check_and_load_model:118 - =============================================
2024-11-27 09:34:01.656 | INFO     | __main__:check_and_load_model:120 - 时间: 2024-11-27 09:34:01
2024-11-27 09:34:06.895 | INFO     | __main__:check_and_load_model:118 - =============================================
2024-11-27 09:34:06.895 | INFO     | __main__:check_and_load_model:120 - 时间: 2024-11-27 09:34:06
2024-11-27 09:34:07.396 | INFO     | __main__:check_and_load_model:125 - 选择的源语言: 中文 (zh), 目标语言: 英文 (en)
2024-11-27 09:34:07.397 | INFO     | __main__:check_and_load_model:126 - 找到的模型路径: /home/yumingdong/mt-web/results/opus-mt-zh-en-final
2024-11-27 09:34:10.377 | INFO     | __main__:perform_translation:95 - 用户的输入是p
2024-11-27 09:34:10.626 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是How was your day today?
2024-11-27 09:34:10.680 | INFO     | __main__:perform_translation:95 - 用户的输入是pei'j
2024-11-27 09:34:10.901 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是Pei'j
2024-11-27 09:34:10.985 | INFO     | __main__:perform_translation:95 - 用户的输入是配件
2024-11-27 09:34:11.175 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是Accessories:
2024-11-27 09:36:09.355 | INFO     | __main__:perform_translation:95 - 用户的输入是【大阪発】最新の人工知能（AI）技術を活用した医療システムが、患者の診断精度向上と医療従事者の負担軽減を目指し、全国的に注目を集めている。大阪大学と国内の大手IT企業が共同で開発したこのシステムは、AIが画像診断や病歴データを分析し、最適な治療方法を提案する仕組みだ。

研究チームの代表である佐藤教授は、「このシステムにより、特に早期がんや心疾患の診断における精度が大幅に向上しました。これからの医療の質を大きく変える可能性があります」とコメントした。

この技術の導入により、地方の医療機関でも専門医レベルの診断が可能になり、医療格差の解消につながると期待されている。しかし、データのプライバシー保護やAIの判断への過度な依存に対する懸念も一部で指摘されている。

政府はこの技術を推進するため、研究開発の助成金を増やす方針を発表した。今後、このシステムが全国の病院で本格導入されるかどうか、引き続き注目が集まる。
2024-11-27 09:36:14.352 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是【大阪发】利用最新人工智能(AI)技术的医疗系统在全国范围内引起了关注,旨在提高患者的诊断准确性和减少医疗工作者负担。由大阪大学和全国最大的IT公司共同开发的该系统是人工智能分析影像学和病史数据并建议最佳治疗方法的机制。研究团队的代表佐藤教授评论道:“该系统显著提高了早期癌症和心脏病诊断的准确性,这可能会显著改变未来的医疗质量。” 预计该技术的引入也将允许地方医疗机构进行专科水平的诊断,从而消除医疗差异。然而,数据隐私保护和对过度依赖人工智能判断的担忧也在一小部分中被指出。 政府发布了一项政策,以增加研发补助金,以推动这一技术。 在未来,该系统是否会在全国范围内的医院正式推出,并将继续引起关注。
2024-11-27 09:36:56.075 | INFO     | __main__:perform_translation:95 - 用户的输入是【大阪発】最新の人工知能（AI）技術を活用した医療システムが、患者の診断精度向上と医療従事者の負担軽減を目指し、全国的に注目を集めている。大阪大学と国内の大手IT企業が共同で開発したこのシステムは、AIが画像診断や病歴データを分析し、最適な治療方法を提案する仕組みだ。

研究チームの代表である佐藤教授は、「このシステムにより、特に早期がんや心疾患の診断における精度が大幅に向上しました。これからの医療の質を大きく変える可能性があります」とコメントした。
この技術の導入により、地方の医療機関でも専門医レベルの診断が可能になり、医療格差の解消につながると期待されている。しかし、データのプライバシー保護やAIの判断への過度な依存に対する懸念も一部で指摘されている。

政府はこの技術を推進するため、研究開発の助成金を増やす方針を発表した。今後、このシステムが全国の病院で本格導入されるかどうか、引き続き注目が集まる。
2024-11-27 09:37:00.604 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是【大阪发】利用最新人工智能(AI)技术的医疗系统在全国范围内引起了关注,旨在提高患者的诊断准确性和减少医疗工作者负担。由大阪大学和全国最大的IT公司共同开发的该系统是人工智能分析影像学和病史数据并建议最佳治疗方法的机制。研究团队的代表佐藤教授评论道:“该系统显著提高了早期癌症和心脏病诊断的准确性,这可能会显著改变未来的医疗质量。” 预计该技术的引入也将允许地方医疗机构进行专科水平的诊断,从而消除医疗差异。然而,数据隐私保护和对过度依赖人工智能判断的担忧也在一小部分中被指出。 政府发布了一项政策,以增加研发补助金,以推动这一技术。 在未来,该系统是否会在全国范围内的医院正式推出,并将继续引起关注。
2024-11-27 09:37:02.779 | INFO     | __main__:perform_translation:95 - 用户的输入是【大阪発】最新の人工知能（AI）技術を活用した医療システムが、患者の診断精度向上と医療従事者の負担軽減を目指し、全国的に注目を集めている。大阪大学と国内の大手IT企業が共同で開発したこのシステムは、AIが画像診断や病歴データを分析し、最適な治療方法を提案する仕組みだ。

研究チームの代表である佐藤教授は、「このシステムにより、特に早期がんや心疾患の診断における精度が大幅に向上しました。これからの医療の質を大きく変える可能性があります」とコメントした。
この技術の導入により、地方の医療機関でも専門医レベルの診断が可能になり、医療格差の解消につながると期待されている。しかし、データのプライバシー保護やAIの判断への過度な依存に対する懸念も一部で指摘されている。
政府はこの技術を推進するため、研究開発の助成金を増やす方針を発表した。今後、このシステムが全国の病院で本格導入されるかどうか、引き続き注目が集まる。
2024-11-27 09:37:07.184 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是【大阪发】利用最新人工智能(AI)技术的医疗系统在全国范围内引起了关注,旨在提高患者的诊断准确性和减少医疗工作者负担。由大阪大学和全国最大的IT公司共同开发的该系统是人工智能分析影像学和病史数据并建议最佳治疗方法的机制。研究团队的代表佐藤教授评论道:“该系统显著提高了早期癌症和心脏病诊断的准确性,这可能会显著改变未来的医疗质量。” 预计该技术的引入也将允许地方医疗机构进行专科水平的诊断,从而消除医疗差异。然而,数据隐私保护和对过度依赖人工智能判断的担忧也在一小部分中被指出。 政府发布了一项政策,以增加研发补助金,以推动这一技术。 在未来,该系统是否会在全国范围内的医院正式推出,并将继续引起关注。
2024-11-27 09:37:07.254 | INFO     | __main__:perform_translation:95 - 用户的输入是【大阪発】最新の人工知能（AI）技術を活用した医療システムが、患者の診断精度向上と医療従事者の負担軽減を目指し、全国的に注目を集めている。大阪大学と国内の大手IT企業が共同で開発したこのシステムは、AIが画像診断や病歴データを分析し、最適な治療方法を提案する仕組みだ。
研究チームの代表である佐藤教授は、「このシステムにより、特に早期がんや心疾患の診断における精度が大幅に向上しました。これからの医療の質を大きく変える可能性があります」とコメントした。
この技術の導入により、地方の医療機関でも専門医レベルの診断が可能になり、医療格差の解消につながると期待されている。しかし、データのプライバシー保護やAIの判断への過度な依存に対する懸念も一部で指摘されている。
政府はこの技術を推進するため、研究開発の助成金を増やす方針を発表した。今後、このシステムが全国の病院で本格導入されるかどうか、引き続き注目が集まる。
2024-11-27 09:37:11.404 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是【大阪发】利用最新人工智能(AI)技术的医疗系统在全国范围内引起了关注,旨在提高患者的诊断准确性和减少医疗工作者负担。由大阪大学和全国最大的IT公司共同开发的该系统是人工智能分析影像学和病史数据并建议最佳治疗方法的机制。研究团队的代表佐藤教授评论道:“该系统显著提高了早期癌症和心脏病诊断的准确性,这可能会显著改变未来的医疗质量。” 预计该技术的引入也将允许地方医疗机构进行专科水平的诊断,从而消除医疗差异。然而,数据隐私保护和对过度依赖人工智能判断的担忧也在一小部分中被指出。 政府发布了一项政策,以增加研发补助金,以推动这一技术。 在未来,该系统是否会在全国范围内的医院正式推出,并将继续引起关注。
2024-11-27 09:38:53.615 | INFO     | __main__:check_and_load_model:118 - =============================================
2024-11-27 09:38:53.616 | INFO     | __main__:check_and_load_model:120 - 时间: 2024-11-27 09:38:53
2024-11-27 09:38:56.436 | INFO     | __main__:check_and_load_model:118 - =============================================
2024-11-27 09:38:56.437 | INFO     | __main__:check_and_load_model:120 - 时间: 2024-11-27 09:38:56
2024-11-27 09:38:56.938 | INFO     | __main__:check_and_load_model:125 - 选择的源语言: 中文 (zh), 目标语言: 日语 (ja)
2024-11-27 09:38:56.938 | INFO     | __main__:check_and_load_model:126 - 找到的模型路径: /home/yumingdong/mt-web/results/opus-mt-zh-ja-final
2024-11-27 09:38:59.005 | INFO     | __main__:perform_translation:95 - 用户的输入是【大阪発】最新の人工知能（AI）技術を活用した医療システムが、患者の診断精度向上と医療従事者の負担軽減を目指し、全国的に注目を集めている。大阪大学と国内の大手IT企業が共同で開発したこのシステムは、AIが画像診断や病歴データを分析し、最適な治療方法を提案する仕組みだ。
研究チームの代表である佐藤教授は、「このシステムにより、特に早期がんや心疾患の診断における精度が大幅に向上しました。これからの医療の質を大きく変える可能性があります」とコメントした。
この技術の導入により、地方の医療機関でも専門医レベルの診断が可能になり、医療格差の解消につながると期待されている。しかし、データのプライバシー保護やAIの判断への過度な依存に対する懸念も一部で指摘されている。
政府はこの技術を推進するため、研究開発の助成金を増やす方針を発表した。今後、このシステムが全国の病院で本格導入されるかどうか、引き続き注目が集まる。
2024-11-27 09:39:07.801 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是【大阪発】最新の人工知能(AI)技術は、医療システム、患者の診断精度向上、医療従事者の軽微な減圧、全国的な集中を可能にしています。大阪大学と国内の大手IT企業が共同で開設したシステム、AIの画像診断、病原性分析、最も適切な治療法の提案、仕組み。研究のチムは、佐藤教授、「システム」、特初期のチム病患者の診断、精度の大幅な向上を表しています。こらは、医療の質、可能性、あらは、コメトノイドです。こは、技術の導入、地方医療制度、専門医療の診断は、可視的、医療的差動、可視的、可視的、可視的、可視的、可視的、可視的、可視的、可視的、可視的、可視的、可視的、可視的、可視的、可視的、可視的、可視的、可視的、可視的、可視的、可視的、可視的、可視的、可視的、可視的、可視的、可視的、可視
2024-11-27 09:39:09.325 | INFO     | __main__:perform_translation:95 - 用户的输入是  面向海外日本人的日语频道nhk world premium由在日本国内播放的新闻和信息节目、电视
    剧、音乐节目、儿童节目、体育转播等节目组成，并进行24小时编排。全世界100多个国
    家和地区的大约2000万户家庭可以收看。

2024-11-27 09:39:10.970 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是海外日本人向けの日本語チャンネルnhk world premiumは、日本国内で放送されるニュースや情報番組、テレビ番組、音楽番組、子供向け番組、スポーツ放送などのプログラムで構成されており、24時間編成されています。世界中の100以上の国と地域の約2000万世帯が視聴できます。
2024-11-27 09:39:13.470 | INFO     | __main__:perform_translation:95 - 用户的输入是  面向海外日本人的日语频道nhk world premium由在日本国内播放的新闻和信息节目、电视
    剧、音乐节目、儿童节目、体育转播等节目组成，并进行24小时编排。全世界100多个国
   家和地区的大约2000万户家庭可以收看。

2024-11-27 09:39:15.057 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是海外日本人向けの日本語チャンネルnhk world premiumは、日本国内で放送されるニュースや情報番組、テレビ番組、音楽番組、子供向け番組、スポーツ放送などのプログラムで構成されており、24時間編成されています。世界中の100以上の国と地域の約2000万世帯が視聴できます。
2024-11-27 09:39:15.139 | INFO     | __main__:perform_translation:95 - 用户的输入是  面向海外日本人的日语频道nhk world premium由在日本国内播放的新闻和信息节目、电视
    剧、音乐节目、儿童节目、体育转播等节目组成，并进行24小时编排。全世界100多个国
家和地区的大约2000万户家庭可以收看。

2024-11-27 09:39:16.681 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是海外日本人向けの日本語チャンネルnhk world premiumは、日本国内で放送されるニュースや情報番組、テレビ番組、音楽番組、子供向け番組、スポーツ放送などのプログラムで構成されており、24時間編成されています。世界中の100以上の国と地域の約2000万世帯が視聴できます。
2024-11-27 09:39:16.723 | INFO     | __main__:perform_translation:95 - 用户的输入是  面向海外日本人的日语频道nhk world premium由在日本国内播放的新闻和信息节目、电视
    剧、音乐节目、儿童节目、体育转播等节目组成，并进行24小时编排。全世界100多个国家和地区的大约2000万户家庭可以收看。

2024-11-27 09:39:18.160 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是海外日本人向けの日本語チャンネルnhk world premiumは、日本国内で放送されるニュースや情報番組、テレビ番組、音楽番組、子供向け番組、スポーツ放送などのプログラムで構成されており、24時間編成されています。世界中の100以上の国と地域で約2000万世帯が視聴できます。
2024-11-27 09:39:18.198 | INFO     | __main__:perform_translation:95 - 用户的输入是  面向海外日本人的日语频道nhk world premium由在日本国内播放的新闻和信息节目、电视
  剧、音乐节目、儿童节目、体育转播等节目组成，并进行24小时编排。全世界100多个国家和地区的大约2000万户家庭可以收看。

2024-11-27 09:39:19.616 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是海外日本人向けの日本語チャンネルnhk world premiumは、日本国内で放送されるニュースや情報番組、テレビ番組、音楽番組、子供向け番組、スポーツ放送などのプログラムで構成されており、24時間編成されています。世界中の100以上の国と地域で約2000万世帯が視聴できます。
2024-11-27 09:39:19.688 | INFO     | __main__:perform_translation:95 - 用户的输入是  面向海外日本人的日语频道nhk world premium由在日本国内播放的新闻和信息节目、电视剧、音乐节目、儿童节目、体育转播等节目组成，并进行24小时编排。全世界100多个国家和地区的大约2000万户家庭可以收看。

2024-11-27 09:39:21.104 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是海外日本人向けの日本語チャンネルnhk world premiumは、日本国内で放送されるニュースや情報番組、テレビ番組、音楽番組、子供向け番組、スポーツ放送などのプログラムで構成されており、24時間編成されています。世界中の100以上の国と地域で約2000万世帯が視聴できます。
2024-11-27 09:39:39.235 | INFO     | __main__:perform_translation:95 - 用户的输入是海外日本人向けの日本語チャンネルnhk world premiumは、日本国内で放送されるニュースや情報番組、テレビ番組、音楽番組、子供向け番組、スポーツ放送などのプログラムで構成されており、24時間編成されています。世界中の100以上の国と地域で約2000万世帯が視聴できます。

2024-11-27 09:39:42.139 | INFO     | __main__:check_and_load_model:118 - =============================================
2024-11-27 09:39:42.139 | INFO     | __main__:check_and_load_model:120 - 时间: 2024-11-27 09:39:42
2024-11-27 09:39:43.517 | INFO     | __main__:check_and_load_model:118 - =============================================
2024-11-27 09:39:43.518 | INFO     | __main__:check_and_load_model:120 - 时间: 2024-11-27 09:39:43
2024-11-27 09:39:44.019 | INFO     | __main__:check_and_load_model:125 - 选择的源语言: 日语 (ja), 目标语言: 中文 (zh)
2024-11-27 09:39:44.019 | INFO     | __main__:check_and_load_model:126 - 找到的模型路径: /home/yumingdong/mt-web/results/opus-mt-ja-zh-final
2024-11-27 09:39:45.296 | INFO     | __main__:perform_translation:95 - 用户的输入是海外日本人向けの日本語チャンネルnhk world premiumは、日本国内で放送されるニュースや情報番組、テレビ番組、音楽番組、子供向け番組、スポーツ放送などのプログラムで構成されており、24時間編成されています。世界中の100以上の国と地域で約2000万世帯が視聴できます。

2024-11-27 09:39:47.860 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是日本语频道nhk world premium,面向海外日本人,由新闻和信息节目、电视节目、音乐节目、儿童节目、体育广播等节目组成,全天候播出。全球超过100个国家和地区,约有2000万家庭可供观看。
2024-11-27 09:39:48.995 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是海外の日本人は、日本語のチヤンヌンク・ウルルド・プレミム、日本国内にさわいニュース・情報番組、テレビアン組、音楽番組、子提供け番組、スポッツ放送どどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどどど
2024-11-27 09:39:55.291 | INFO     | __main__:perform_translation:95 - 用户的输入是海外日本人向けの日本語チャンネルnhk world premiumは、日本国内で放送されるニュースや情報番組、テレビ番組、音楽番組、子供向け番組、スポーツ放送などのプログラムで構成されており、24時間編成されています。世界中の100以上の国と地域で約2000万世帯が視聴できます。
 
2024-11-27 09:39:56.695 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是日本语频道nhk world premium,面向海外日本人,由新闻和信息节目、电视节目、音乐节目、儿童节目、体育广播等节目组成,全天候播出。全球超过100个国家和地区,约有2000万家庭可供观看。
2024-11-27 09:39:56.769 | INFO     | __main__:perform_translation:95 - 用户的输入是海外日本人向けの日本語チャンネルnhk world premiumは、日本国内で放送されるニュースや情報番組、テレビ番組、音楽番組、子供向け番組、スポーツ放送などのプログラムで構成されており、24時間編成されています。世界中の100以上の国と地域で約2000万世帯が視聴できます。
2024-11-27 09:39:57.999 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是日本语频道nhk world premium,面向海外日本人,由新闻和信息节目、电视节目、音乐节目、儿童节目、体育广播等节目组成,全天候播出。全球超过100个国家和地区,约有2000万家庭可供观看。
2024-11-27 09:43:05.049 | INFO     | __main__:perform_translation:95 - 用户的输入是配
2024-11-27 09:43:05.229 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是Matching:
2024-11-27 09:43:05.353 | INFO     | __main__:perform_translation:95 - 用户的输入是w
2024-11-27 09:43:05.589 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是How was your day today?
2024-11-27 09:43:05.659 | INFO     | __main__:perform_translation:95 - 用户的输入是w 
2024-11-27 09:43:05.886 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是How was your day today?
2024-11-27 09:43:06.066 | INFO     | __main__:perform_translation:95 - 用户的输入是w
2024-11-27 09:43:06.294 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是How was your day today?
2024-11-27 09:43:06.473 | INFO     | __main__:perform_translation:95 - 用户的输入是w
2024-11-27 09:43:06.704 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是How was your day today?
2024-11-27 09:43:06.829 | INFO     | __main__:perform_translation:95 - 用户的输入是我
2024-11-27 09:43:06.962 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I,
2024-11-27 09:43:07.032 | INFO     | __main__:perform_translation:95 - 用户的输入是我i
2024-11-27 09:43:07.213 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I am
2024-11-27 09:43:07.337 | INFO     | __main__:perform_translation:95 - 用户的输入是我
2024-11-27 09:43:07.471 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I,
2024-11-27 09:43:07.542 | INFO     | __main__:perform_translation:95 - 用户的输入是我y
2024-11-27 09:43:07.770 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I love you.
2024-11-27 09:43:07.948 | INFO     | __main__:perform_translation:95 - 用户的输入是我yi'j
2024-11-27 09:43:08.180 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I am Yi'j.
2024-11-27 09:43:08.355 | INFO     | __main__:perform_translation:95 - 用户的输入是我已经
2024-11-27 09:43:08.511 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I am already.
2024-11-27 09:43:09.112 | INFO     | __main__:perform_translation:95 - 用户的输入是我已经r
2024-11-27 09:43:09.294 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I have already started.
2024-11-27 09:43:09.417 | INFO     | __main__:perform_translation:95 - 用户的输入是我已经ran
2024-11-27 09:43:09.670 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I am already RAN.
2024-11-27 09:43:09.822 | INFO     | __main__:perform_translation:95 - 用户的输入是我已经rang
2024-11-27 09:43:10.027 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I am already running.
2024-11-27 09:43:10.277 | INFO     | __main__:perform_translation:95 - 用户的输入是我已经让
2024-11-27 09:43:10.480 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I have already let go.
2024-11-27 09:43:10.583 | INFO     | __main__:perform_translation:95 - 用户的输入是我已经让ji
2024-11-27 09:43:10.883 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I have already let it go.
2024-11-27 09:43:11.040 | INFO     | __main__:perform_translation:95 - 用户的输入是我已经让技术
2024-11-27 09:43:11.268 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I have already let the technology.
2024-11-27 09:43:11.398 | INFO     | __main__:perform_translation:95 - 用户的输入是我已经让技术ua
2024-11-27 09:43:11.684 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I have already let the technology improve.
2024-11-27 09:43:11.758 | INFO     | __main__:perform_translation:95 - 用户的输入是我已经让技术u'an
2024-11-27 09:43:12.060 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I have already let the technology U'an
2024-11-27 09:43:12.168 | INFO     | __main__:perform_translation:95 - 用户的输入是我已经让技术u
2024-11-27 09:43:12.419 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I have already let the technology improve.
2024-11-27 09:43:12.523 | INFO     | __main__:perform_translation:95 - 用户的输入是我已经让技术tu
2024-11-27 09:43:12.809 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I have already let the technology improve.
2024-11-27 09:43:12.983 | INFO     | __main__:perform_translation:95 - 用户的输入是我已经让技术tuan'd
2024-11-27 09:43:13.337 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I have already let the technology be Tuan'd.
2024-11-27 09:43:13.591 | INFO     | __main__:perform_translation:95 - 用户的输入是我已经让技术团队
2024-11-27 09:43:13.847 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I have already let the technical team.
2024-11-27 09:43:13.996 | INFO     | __main__:perform_translation:95 - 用户的输入是我已经让技术团队x
2024-11-27 09:43:14.304 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I have already asked the technical team to:
2024-11-27 09:43:14.353 | INFO     | __main__:perform_translation:95 - 用户的输入是我已经让技术团队
2024-11-27 09:43:14.610 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I have already let the technical team.
2024-11-27 09:43:14.709 | INFO     | __main__:perform_translation:95 - 用户的输入是我已经让技术团队q
2024-11-27 09:43:15.040 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I have already asked the technical team to 1.
2024-11-27 09:43:15.120 | INFO     | __main__:perform_translation:95 - 用户的输入是我已经让技术团队去
2024-11-27 09:43:15.430 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I have already let the technical team go.
2024-11-27 09:43:15.527 | INFO     | __main__:perform_translation:95 - 用户的输入是我已经让技术团队去jian'c
2024-11-27 09:43:15.956 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I have already asked the technical team to go to Jian'c.
2024-11-27 09:43:16.035 | INFO     | __main__:perform_translation:95 - 用户的输入是我已经让技术团队去检查
2024-11-27 09:43:16.340 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I have already asked the technical team to check.
2024-11-27 09:43:16.391 | INFO     | __main__:perform_translation:95 - 用户的输入是我已经让技术团队去检查了，
2024-11-27 09:43:16.697 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I have already asked the technical team to check.
2024-11-27 09:43:17.400 | INFO     | __main__:perform_translation:95 - 用户的输入是我已经让技术团队去检查了，j
2024-11-27 09:43:17.758 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I have already asked the technical team to check, J.
2024-11-27 09:43:17.862 | INFO     | __main__:perform_translation:95 - 用户的输入是我已经让技术团队去检查了，jin
2024-11-27 09:43:18.217 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I have already asked the technical team to check, Jin.
2024-11-27 09:43:18.421 | INFO     | __main__:perform_translation:95 - 用户的输入是我已经让技术团队去检查了，jin'k
2024-11-27 09:43:18.828 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I have already asked the technical team to check, Jin'k.
2024-11-27 09:43:19.031 | INFO     | __main__:perform_translation:95 - 用户的输入是我已经让技术团队去检查了，尽快hui
2024-11-27 09:43:19.556 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I have already asked the technical team to check, HUI as soon as possible.
2024-11-27 09:43:19.744 | INFO     | __main__:perform_translation:95 - 用户的输入是我已经让技术团队去检查了，尽快回复你i
2024-11-27 09:43:20.318 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I have already asked the technical team to check and respond to you as soon as possible.
2024-11-27 09:43:21.163 | INFO     | __main__:perform_translation:95 - 用户的输入是我已经让技术团队去检查了，尽快回复你
2024-11-27 09:43:21.747 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是I have already asked the technical team to check and get back to you as soon as possible.
2024-11-27 09:48:54.164 | INFO     | __main__:perform_translation:95 - 用户的输入是w
2024-11-27 09:48:54.416 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是How was your day today?
2024-11-27 09:48:54.469 | INFO     | __main__:perform_translation:95 - 用户的输入是wm
2024-11-27 09:48:54.606 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是WM
2024-11-27 09:48:54.822 | INFO     | __main__:perform_translation:95 - 用户的输入是w
2024-11-27 09:48:55.061 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是How was your day today?
2024-11-27 09:48:55.329 | INFO     | __main__:perform_translation:95 - 用户的输入是w
2024-11-27 09:48:55.565 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是How was your day today?
2024-11-27 09:48:55.735 | INFO     | __main__:perform_translation:95 - 用户的输入是w'm
2024-11-27 09:48:55.915 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是W'm
2024-11-27 09:48:56.090 | INFO     | __main__:perform_translation:95 - 用户的输入是我们zhe'v
2024-11-27 09:48:56.342 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是We are zhe'v
2024-11-27 09:48:56.394 | INFO     | __main__:perform_translation:95 - 用户的输入是我们这v
2024-11-27 09:48:56.593 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是We are here.
2024-11-27 09:48:56.698 | INFO     | __main__:perform_translation:95 - 用户的输入是我们这vh
2024-11-27 09:48:56.900 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是We are here.
2024-11-27 09:48:57.155 | INFO     | __main__:perform_translation:95 - 用户的输入是我们这
2024-11-27 09:48:57.329 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是Here we are,
2024-11-27 09:48:57.410 | INFO     | __main__:perform_translation:95 - 用户的输入是我们
2024-11-27 09:48:57.539 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是We,
2024-11-27 09:48:57.764 | INFO     | __main__:perform_translation:95 - 用户的输入是我们zh
2024-11-27 09:48:58.030 | INFO     | __main__:perform_translation:99 - 自研模型翻译结果是We are at the end of the day.
2024-11-27 09:48:58.120 | INFO     | __main__:perform_translation:95 - 用户的输入是我们这边
